vector,color,brand
"[0.7727047977099388, 0.13941465486916949, 0.13730952664178697, 0.23772615703695654, 0.8159692114515146, 0.06400547373090748, 0.3229234019249566, 0.12900903775101935, 0.05120837387941124, 0.626261065234461, 0.9669291364919695, 0.3327058869262619, 0.7709968349084423, 0.5120937525981742, 0.5615682650111803, 0.7844647366352128, 0.6846610973281713, 0.7854793926451596, 0.8282765354643935, 0.9016188929382947, 0.5449522511659299, 0.2201908513795604, 0.3372106399838718, 0.8231089686689247, 0.6935223090456469, 0.008838412195071976, 0.3553647467727358, 0.49529124991898743, 0.3166700187442758, 0.12691373932350425, 0.9263563824785881, 0.5029639430320841, 0.3584727222128369, 0.31567173013463046, 0.6312595630734049, 0.1657668899578445, 0.11467944466301527, 0.1623659678874958, 0.5442441799725015, 0.47570737587538936, 0.3528964126208194, 0.320023040253686, 0.9775670955416096, 0.69945114651632, 0.4254102114480447, 0.732776285280382, 0.39394003382178655, 0.001438560371063713, 0.8696233057524531, 0.7321133437698651, 0.25816341374218776, 0.3923675611131632, 0.5624988309659373, 0.144225858016931, 0.9535869395680768, 0.7518722682205027, 0.9457168828054482, 0.7372772148554765, 0.43568470381631275, 0.9161754418727098, 0.0369922749797027, 0.6446139692127633, 0.9882534450323148, 0.43595511922047503, 0.8233377970127709, 0.21701507235447215, 0.991826019828679, 0.5921988645910999, 0.8766256278115845, 0.20087693975165288, 0.15488249406183707, 0.7052736557002177, 0.9165659399156322, 0.8984996606741696, 0.8078683462697457, 0.4089666810336813, 0.7708455128797662, 0.4197646576848513, 0.9260678754691978, 0.3533608303198317, 0.3710604479912857, 0.9584361857499772, 0.6086619987526496, 0.5274956448421286, 0.8886182877226705, 0.2547775808121494, 0.6853834558724652, 0.8953860206794099, 0.8363353110919959, 0.8736581634583908, 0.09155748053947221, 0.09694185013118106, 0.6921022436812175, 0.14125477374534545, 0.11409030654458963, 0.04102585795486324, 0.06996938217092441, 0.34736901846490564, 0.7140257156879818, 0.8517189222602405, 0.2584128268437823, 0.26183342300514656, 0.2783633370346421, 0.6815819203082358, 0.4478860101336155, 0.23289289566125237, 0.24611580543625444, 0.3239053137724095, 0.18893042157419548, 0.193294614447987, 0.5259628974321332, 0.9248678917133258, 0.11424808587536273, 0.9845832169397888, 0.2629137595712998, 0.20147001723419733, 0.3762526507006124, 0.9452924005449103, 0.4705826749493077, 0.8343661096767834, 0.7786922490696683, 0.9189869186132635, 0.782257136755901, 0.1370913543096015, 0.2492482530576816, 0.7439633961862057, 0.9432447045888808, 0.12287106876492393]",2030,30
"[0.789226749840567, 0.4607810056358632, 0.355987861257123, 0.3945094172779968, 0.7753300014538638, 0.4015043668155903, 0.8710853414931634, 0.7656501936652187, 0.29489875847570535, 0.49625463525355595, 0.7899939028064564, 0.6156847866964636, 0.6276246718596031, 0.8957329088996243, 0.8707756772853198, 0.7171738578140611, 0.44577867946624705, 0.793276057463811, 0.23638736854867837, 0.02692504549787378, 0.5073399252039208, 0.8212220574634471, 0.1806146100950854, 0.036868182455076615, 0.060700550845653733, 0.4763329397951449, 0.6051460163938996, 0.010238743637341119, 0.20619201863711745, 0.32304991239908554, 0.5131285522084269, 0.2496524268697109, 0.36041537192404494, 0.547411254325242, 0.05383272005173845, 0.47866996018867936, 0.3180903719082304, 0.8511238412447854, 0.23866554862573808, 0.23263528665400368, 0.8114348651998109, 0.626501139359875, 0.3977367078886648, 0.991418465728115, 0.6053711752830242, 0.1625241165907002, 0.6955358088747821, 0.9866854915102754, 0.8822251215937581, 0.9271570868121919, 0.44020730998106916, 0.8787234813905455, 0.999472011261444, 0.4821220421608492, 0.20320813821087336, 0.96045545472441, 0.08045745624179079, 0.3288622216964452, 0.980846939090129, 0.970665144785318, 0.8341673620533889, 0.013865191942354138, 0.3546676302452897, 0.25155259248487094, 0.7217457211153759, 0.6639823099311071, 0.37654892146498986, 0.46860261903257505, 0.8972280443847362, 0.7856021879029844, 0.044700617691425526, 0.6766095255842604, 0.35478006271607154, 0.17811191275153337, 0.7253783813700752, 0.929491429668967, 0.8632569486688433, 0.23948761761859927, 0.8382258132332322, 0.9623348180314919, 0.060052185821037773, 0.7169652120586243, 0.5903619702642968, 0.338531720609891, 0.07650773863709248, 0.002987955849818591, 0.39088341235155233, 0.2579597772077076, 0.23267864280862682, 0.31949989144865076, 0.9937692522598642, 0.9038303260305779, 0.4272857111671182, 0.8436679030834341, 0.6370041337327419, 0.5766659223513466, 0.3099541551620031, 0.6421365117222002, 0.6290355868766827, 0.30571118124726215, 0.45728729540349455, 0.47266984502359555, 0.39396454038805306, 0.18115715784215625, 0.37131104092575784, 0.42410944760983094, 0.4811644230017972, 0.27103595438395, 0.0747438102554121, 0.7092901373106423, 0.7023413230433201, 0.9086105344570498, 0.8645447168868609, 0.5303262105491989, 0.7948615955284122, 0.380253159115189, 0.6317656768153683, 0.8279071840092839, 0.7938846830219147, 0.5294658936160443, 0.5715460356401354, 0.9771195661890587, 0.040587334932904784, 0.741031972566782, 0.8420040942966307, 0.8858132229544762, 0.20448304424882224, 0.3895797121086034]",2031,31
"[0.5229707057318495, 0.9955051036981444, 0.003900991668047027, 0.902507920588567, 0.5789525725649323, 0.26990337578382095, 0.27475959341582323, 0.3403778891762508, 0.09398518526309518, 0.02521285395351769, 0.9476758644679407, 0.6250322753007247, 0.7041216856898135, 0.8594863246779659, 0.21027287941929196, 0.5788597101547378, 0.30838829103292775, 0.7408998342242128, 0.2825397018877589, 0.011247113180200885, 0.23946820054536944, 0.5473281618029584, 0.501845160801475, 0.02421905971280136, 0.39697326861327087, 0.5160800079584872, 0.7798319937045306, 0.5989121146755583, 0.03108210680200052, 0.33715054354748586, 0.9593332376105248, 0.8418476890649252, 0.4954121707345449, 0.4061830143374512, 0.7336540137057598, 0.7481974032433909, 0.5520384229475156, 0.17753914425853323, 0.09187460267298742, 0.9397423567929923, 0.8553662291781255, 0.483231105698417, 0.6835718196743484, 0.12917993415092088, 0.044213722420053614, 0.9395207424560691, 0.04879578343845936, 0.8743399750642724, 0.7315774286616216, 0.552298371358184, 0.5646342365902159, 0.9978530010506845, 0.6420965472315543, 0.2500094711414984, 0.32202438509473075, 0.9151309164919391, 0.6864226223704354, 0.8142176227046302, 0.3402770228569132, 0.25123298485967227, 0.8011531106109352, 0.16996496309585185, 0.44680486165956323, 0.5479700260067217, 0.234497028137149, 0.3244209657264402, 0.8416931801969576, 0.48241575778550927, 0.018433308742346943, 0.6320855331349678, 0.2794455529665967, 0.5550111872192779, 0.42783502656296435, 0.5724826125217043, 0.6514560371406355, 0.1763324030472606, 0.8768811625416288, 0.3933555256620571, 0.2680155808542285, 0.11556580672544359, 0.0371700775513546, 0.699154828035236, 0.3924435986244743, 0.6349865085142601, 0.7993621717830661, 0.06801037722382663, 0.46236347594243254, 0.1810651581514927, 0.31995878082233453, 0.725470865270173, 0.50983492416114, 0.8469455596818684, 0.8582319759415281, 0.06450420561546388, 0.876879668569738, 0.43622863418766067, 0.507582586777817, 0.7021395280730858, 0.5153240270961782, 0.38572646962607393, 0.30510702267052203, 0.5020932709677378, 0.6157213668737936, 0.9623763778427576, 0.6531212645497341, 0.3644193534598993, 0.8242129077801275, 0.3372677917443955, 0.27694404101738757, 0.755369584447418, 0.6392993348797152, 0.3718740483607643, 0.9530234540060786, 0.9163926225815764, 0.6057868942710879, 0.16892386147251903, 0.8206434364322529, 0.11865896406322096, 0.9558740092567104, 0.9940184413961111, 0.3378280405007188, 0.8028373433034451, 0.023436250888713372, 0.02441741477364978, 0.4019282700983212, 0.9725500317288878, 0.7315344107301629, 0.4496353846207508]",2032,32
"[0.22780827821058047, 0.24632165146232698, 0.24747991764010036, 0.4085868811529969, 0.9539197330848486, 0.49301631673196866, 0.708133726085598, 0.8124988447018705, 0.18698758193892817, 0.9614006429198985, 0.7455737318467442, 0.44781057491048537, 0.9376457717432728, 0.27222983842957627, 0.02729995860532919, 0.28045501081866886, 0.5912376308927605, 0.31114552545382523, 0.4458731638178489, 0.8328272252404586, 0.30070468509646675, 0.6715003989927572, 0.19546471343481142, 0.6183738833426086, 0.7181660131951491, 0.1448452527335502, 0.7373558947809838, 0.11939922568837413, 0.2573986082991835, 0.8309208875978107, 0.07854498476413985, 0.4686268016792441, 0.48306196385316946, 0.34533073378880197, 0.13125576139231687, 0.6656077717735975, 0.24217980559362662, 0.6249395908872056, 0.8020051732863929, 0.8714771361561474, 0.6064127377162613, 0.2808791626252123, 0.786665642083014, 0.9262450763218302, 0.8624605238000528, 0.6612749227997307, 0.01075072351650086, 0.955040471036287, 0.548757295771285, 0.3528370905282864, 0.03647511957945615, 0.3922607232937537, 0.0012977478425928446, 0.03730059374369932, 0.5920643104868919, 0.3969763861734624, 0.854928002077331, 0.0005893314659003446, 0.08497565158886478, 0.14208786958402408, 0.32767716452570295, 0.46272772638011694, 0.39496524779535735, 0.13924267491854048, 0.1711607241111579, 0.5913088899798781, 0.559577521182435, 0.2719931143097667, 0.29124471716516165, 0.907934822571927, 0.4898240260257746, 0.9870922771899224, 0.9352711351274127, 0.9661457075901798, 0.31224202032977066, 0.5703274989796552, 0.6562616632650237, 0.08604406269056253, 0.5326350399743743, 0.6981048609326627, 0.18782712870008844, 0.20353361024522298, 0.03256031450966845, 0.20891095008259342, 0.4082192925730608, 0.33304009386331945, 0.16188250601873266, 0.6681798108873624, 0.9842146613061115, 0.44768821003926385, 0.406669617445899, 0.14580115723179643, 0.32546932315793853, 0.05024908802939576, 0.6320348108639823, 0.4925972374353029, 0.15588679657171522, 0.39356826562950187, 0.062206855658969995, 0.52552525678095, 0.7954671699407192, 0.3036385702981623, 0.11283968315899107, 0.7968755810710163, 0.5665987161883479, 0.8053489351726842, 0.6706854639073931, 0.7651792633776348, 0.9047162302724332, 0.6820235542257784, 0.8542324770441501, 0.37650830484563014, 0.361975504041663, 0.4879038175911393, 0.4393227065286349, 0.12236692065775201, 0.34933660240540354, 0.5460771645062064, 0.6105790967315498, 0.1314160462310322, 0.16653499996251508, 0.8669289323490192, 0.18872399713589905, 0.6723565313372009, 0.4253388835809966, 0.8157112830561181, 0.8077490616766883, 0.7194429975769654]",2033,33
"[0.5579345248093075, 0.0979061187795145, 0.48912729168271574, 0.345259344650241, 0.9090661602895613, 0.7488711515992267, 0.6682939072863654, 0.055136627145473405, 0.05204257589898342, 0.2182633235019964, 0.7047119979839187, 0.6388713609284948, 0.5009100983145984, 0.5783105204934147, 0.529124136660677, 0.07625180504685858, 0.977559308531836, 0.6542632825165848, 0.7438796498343502, 0.12045872230365251, 0.526465867142261, 0.13165741448032375, 0.2741206906931708, 0.6350038781291106, 0.7371925444624485, 0.8312802544976899, 0.45958224180723306, 0.17908742477168393, 0.09669859165944994, 0.2269489836341798, 0.7457782397583274, 0.38383439508808026, 0.19997748721679753, 0.312869450134587, 0.008554275006251832, 0.2527610557855299, 0.21241924084609454, 0.3586083843462622, 0.6217225033760329, 0.4209750757366758, 0.4819016869705003, 0.5985760346640797, 0.3734622491702868, 0.22195501796058703, 0.3724413629696044, 0.6644434260377182, 0.3666893209077762, 0.2218164513464682, 0.1892922987659701, 0.13448691000485458, 0.060743909990843004, 0.9454524258294403, 0.4974170182810367, 0.24333495762093948, 0.020483935162371125, 0.06893078159284582, 0.1892771662008862, 0.9298560065074488, 0.8839600761886602, 0.5467960417858427, 0.011631877055498174, 0.7017689255511231, 0.45623920798235584, 0.8938132739493877, 0.1992998351777172, 0.21629758065614846, 0.5671549533903545, 0.7114976760066443, 0.42496377289611087, 0.17516631893781953, 0.9619796198189109, 0.8944345139430898, 0.10808273405797053, 0.39125045573875794, 0.19927876139518041, 0.8345145261247844, 0.48061427953080693, 0.08289012498294634, 0.4024696218970064, 0.015247734608977659, 0.4590187465590585, 0.7247162781115655, 0.3567837824845522, 0.6006236532426369, 0.7036362829708552, 0.9005117835835565, 0.43695092330384044, 0.5839399679423184, 0.49463826367380925, 0.7296885047433618, 0.36142929355249964, 0.9454470406851717, 0.3248069066970365, 0.6558726641641807, 0.6020710407634059, 0.8187137445804489, 0.5046746401855532, 0.633839090284337, 0.1926692542474292, 0.036912240867863266, 0.5251801311756544, 0.41575448689253536, 0.49446055931215915, 0.608312356317278, 0.2967573361110988, 0.3006562782874215, 0.16407573592581814, 0.9261599092423548, 0.8912139585825118, 0.6931848198730696, 0.36902771546945556, 0.7827140793400907, 0.982404480406016, 0.19164783063466218, 0.6371188385831166, 0.614941861214463, 0.42992184026668256, 0.3456532678149917, 0.5768778193594163, 0.31249675796076526, 0.5325181244188671, 0.1258672699795279, 0.19665861941851603, 0.7472408945330964, 0.30981031438629525, 0.6945873454209133, 0.2225270424825333, 0.742842683901875]",2034,34
"[0.7930673139118232, 0.2538642416946052, 0.39365965111260004, 0.08934074950112814, 0.6604079566757932, 0.5003357668525652, 0.19662402835523984, 0.5916767893519231, 0.8646827626246361, 0.9862131481370644, 0.6206890327988844, 0.26337291574424104, 0.4573859502729526, 0.6485415763450736, 0.14949222879234547, 0.9584389695976767, 0.9864914601010073, 0.6356272658823481, 0.513755419649277, 0.15488555561060924, 0.1084511336323758, 0.2765826965006615, 0.22138712475363054, 0.5199118555332679, 0.11427027037431514, 0.47167611863946624, 0.30102068980988717, 0.16132539586964, 0.05627898069521864, 0.8009415689003726, 0.39146109593544665, 0.9939871658111373, 0.8327523837676813, 0.5180204710897942, 0.5611057079884798, 0.6461709914518623, 0.6139901022882992, 0.8906996873232003, 0.8528224920809937, 0.8370723605302047, 0.9600398496430809, 0.5579511688372961, 0.8176613105844642, 0.7842850116509035, 0.29925357447631873, 0.47063553745967257, 0.9892937148793678, 0.9612124329856533, 0.01643190260158578, 0.9539194381878378, 0.48753679992856147, 0.7839986682186836, 0.8051584152017854, 0.3605352975678633, 0.15654860522189107, 0.13728842104405803, 0.133718489385523, 0.7337876894758338, 0.4764814910883757, 0.3413852252419777, 0.021645099618292196, 0.02419573470249281, 0.4642611695660518, 0.9893374639884797, 0.4057287635896538, 0.6973053335176771, 0.7135013916029069, 0.20584324297854595, 0.9802708018710725, 0.17363817204457344, 0.8576282896507974, 0.8706815597326353, 0.4438942861368408, 0.5727408198798589, 0.30932503387911947, 0.6287688261006922, 0.5792242837792415, 0.3902494754392002, 0.06955813664546306, 0.1246550314279069, 0.4376598515784792, 0.334568388064003, 0.3965841731684928, 0.7189233308823234, 0.9078790110055163, 0.8462092834183198, 0.46531166343188246, 0.8384455916350545, 0.414809762234817, 0.6950064301421862, 0.828130506515867, 0.7773557420686285, 0.02010904763011412, 0.7398703563911642, 0.10314174448542801, 0.6842756904562755, 0.4934255870170481, 0.7014603672939783, 0.7755978346285928, 0.8564808494886946, 0.9051929752129624, 0.7811289674834065, 0.33135525376509023, 0.5644771143098382, 0.5563773578128549, 0.14023096238929433, 0.6365628655300676, 0.16964805905755098, 0.9707517155619964, 0.11677816265536234, 0.8025169667795522, 0.41231087299017066, 0.33866809749631055, 0.9239302745083586, 0.5378033848854374, 0.2912367554750125, 0.37894937948550733, 0.23684095024779506, 0.3637277176587349, 0.3398491399373679, 0.4023534961841687, 0.7564720065396934, 0.3942309727788219, 0.6793281817635501, 0.007694446539340261, 0.251963344473931, 0.6602400187993523, 0.18093950184617447]",2035,35
"[0.8723328029743819, 0.7633954885424322, 0.25896893556110034, 0.32749424862544163, 0.5973073301285118, 0.028918683959157976, 0.029613116688358865, 0.11208102444439949, 0.15252681056748452, 0.4500106065917666, 0.8256629811092974, 0.9972353679848416, 0.8400164027123665, 0.6823937375584603, 0.7436659988971966, 0.5239942928470835, 0.9448428758483459, 0.96395189983305, 0.32823140677722684, 0.6066437966446995, 0.6436824338056849, 0.5265632946900486, 0.18278434656721843, 0.48906651415860647, 0.5709354826239985, 0.26807263707537643, 0.7954206302072456, 0.6379501073530144, 0.8031633893376255, 0.25046034715463295, 0.06019427642033137, 0.9770018873303372, 0.7447813853334824, 0.3320097744691366, 0.6442318314365386, 0.9671281434087385, 0.41551679688800247, 0.6308646331506916, 0.32953002154148814, 0.10812183583124069, 0.00947062903706819, 0.8532660932676949, 0.42513871227316236, 0.3569559695223451, 0.5965638548945117, 0.7678004914886104, 0.5085192458127551, 0.2095469050993497, 0.7647063906875398, 0.3138176813224045, 0.9102085013883205, 0.2010065632157373, 0.8191757587720491, 0.47597391675835576, 0.37428462653999317, 0.51047389864035, 0.8736769222439065, 0.4422701468120339, 0.35385078306551887, 0.34773339808056447, 0.7639054239506182, 0.29542236324048743, 0.6158390832429447, 0.924619074361786, 0.27711371304124033, 0.6788010204964227, 0.19412277979393533, 0.32217722772754764, 0.3001215495890158, 0.12703949757253807, 0.46506047143682616, 0.3945725772618468, 0.7508458663243193, 0.43840906047847084, 0.3779166452493914, 0.31915594769516054, 0.11454370193316599, 0.98139738859513, 0.21953151312122454, 0.5288887280159187, 0.4100333422965605, 0.18714971997996566, 0.8839871800011257, 0.9755888558474146, 0.24425383080712038, 0.8533646433811914, 0.6707928644964907, 0.7403815840231981, 0.8836750743288858, 0.27036786802752044, 0.6243341433708679, 0.9216660481962907, 0.30020255088411674, 0.24705663055193738, 0.8380674654771474, 0.8449204913553213, 0.24961863555673514, 0.8941680049365568, 0.4700598105400514, 0.004601733712695344, 0.8162110391243432, 0.8131652519030348, 0.36591886524033646, 0.2922459372599161, 0.35986019705172767, 0.6037091850569096, 0.8164174658274752, 0.2401930197082015, 0.9899151029432269, 0.2840393287162112, 0.44658584108911026, 0.1546510793283542, 0.49482648252858097, 0.5555768474396471, 0.7501246332564018, 0.555357784262692, 0.4535143397977214, 0.9788493820286663, 0.11743730575666367, 0.021879700149370684, 0.5075588624650889, 0.3995544672023942, 0.26519156342512185, 0.31414206752303175, 0.09698232788720185, 0.7875786746929567, 0.9946772601828514, 0.9845900691100332]",2036,36
"[0.2488261973859447, 0.043050955627896625, 0.8791334686153883, 0.5596375243524635, 0.1577478042883037, 0.13816517865796718, 0.022068396638519894, 0.6271309779089412, 0.5196388276021595, 0.020625688791147456, 0.2627560821919477, 0.5884750915264794, 0.14816703356925554, 0.5866613504504546, 0.2256677028874693, 0.47140104048801057, 0.08880538460984366, 0.5536839837736266, 0.8165884521424318, 0.1443440082956301, 0.28848505571853733, 0.7058754177804202, 0.6226328616065113, 0.17330865988350497, 0.9581436086730102, 0.31715354982175825, 0.1482913536935957, 0.49194307619044086, 0.658916748526417, 0.7506446225852228, 0.36912373480652283, 0.4482334943971734, 0.03718759974115704, 0.37588348744171796, 0.3573930074156484, 0.7878568483050667, 0.5171313683953321, 0.4236904015524553, 0.390730572838358, 0.29806798291637615, 0.7908571799935161, 0.856449927196694, 0.4333107054822539, 0.11558224085473545, 0.902032500990258, 0.3577234989869439, 0.996155780547607, 0.43895724275075676, 0.28890136921855203, 0.6984428323022266, 0.21915459180916919, 0.43742356178548025, 0.02320639420858328, 0.46493402457028343, 0.7127888414855266, 0.8298337341134706, 0.8693041818768795, 0.27836622303021286, 0.24861409347758467, 0.6851593308473636, 0.0872456560172552, 0.25787809754557967, 0.25249972238671137, 0.9035417260072194, 0.6703582741544742, 0.21789436101580917, 0.13773146333917763, 0.8544225051053911, 0.3227235488465081, 0.06205230660521077, 0.3405149768843575, 0.8619167751031569, 0.8186006309583598, 0.5397031259413374, 0.6820430262449632, 0.5717497689505748, 0.6209578131709201, 0.553577695449898, 0.4659497070358165, 0.8551380759972896, 0.1349969435027223, 0.4369910499092453, 0.10780386783117268, 0.3540177784148437, 0.3363046661299731, 0.8506373744989697, 0.632489817465363, 0.8176883752249667, 0.9748515269009064, 0.5359578382257996, 0.6519835789417013, 0.12563001022910314, 0.7754755160312657, 0.24422622850690656, 0.2929774102384609, 0.43057273110834027, 0.11585787326330299, 0.7025991501652852, 0.4805335890556883, 0.040030526852105064, 0.4949761752132129, 0.5638881931718928, 0.5570440044696963, 0.30638750400543646, 0.22648247217440398, 0.671953724596326, 0.6955053947770375, 0.6282294010173519, 0.5608343471953907, 0.8771752755722829, 0.6891372482980523, 0.26545137486892256, 0.3048451266953459, 0.1795459701987413, 0.05584010485883095, 0.4411892435916993, 0.5962950952984246, 0.8727582051563125, 0.6956505359163695, 0.2252827498479616, 0.7704021398323079, 0.5846084970191074, 0.7470913073308323, 0.48449764824041464, 0.954633774714082, 0.1521421392357276, 0.7403912181886769, 0.43958100292721025]",2037,37
"[0.5281300782019368, 0.4410289131711489, 0.4876703718451082, 0.7762566802567434, 0.23093557757573968, 0.3014052930447053, 0.5558856726030098, 0.21041708058538222, 0.44424992965963606, 0.346638009823114, 0.8086479218224414, 0.3578264447859174, 0.7388801513225278, 0.6663126568274503, 0.4998829486341497, 0.987867344188577, 0.04227229934231824, 0.199585820847631, 0.6642872261054744, 0.9569822336240152, 0.2408153400079165, 0.7536987494280938, 0.35756580455911646, 0.8598861190451568, 0.36356110387968255, 0.6058934878813294, 0.5509520798223565, 0.3560025923214326, 0.8371224761313237, 0.18006193165842466, 0.0635131106374669, 0.21960043721567513, 0.5833974311492673, 0.2237021731889809, 0.007236344238106263, 0.35217119651742057, 0.4442047297492401, 0.9018113523244976, 0.8864070200639032, 0.7302453122997359, 0.5210631212158132, 0.350571283735842, 0.06155545212921043, 0.5273113164622548, 0.18687962878020947, 0.12153197782181213, 0.9774370766869885, 0.35666979631258855, 0.6169780342635774, 0.1382941790927843, 0.3868286090299943, 0.14557174234405656, 0.9431062835796721, 0.4299177196387687, 0.36804768144744227, 0.1335191489811841, 0.3580730317431785, 0.9813856825745, 0.26500899957112545, 0.2309473731361278, 0.31786277762427684, 0.44727741110689057, 0.7629815807334608, 0.5243186719337388, 0.7286303750936476, 0.5166149326466274, 0.04272584597892126, 0.2308092711325761, 0.918741550071863, 0.0008027526110619965, 0.8861050929393075, 0.7453791417150558, 0.7340728815656998, 0.43584285652201127, 0.13133132811138792, 0.9599804896788967, 0.5601724303159817, 0.08633158278686459, 0.42491430719319556, 0.08417109614473006, 0.9175389196398409, 0.8830973510647364, 0.17929114598030793, 0.5759809198852891, 0.634911397811612, 0.9527700429544165, 0.9323032120203307, 0.4332042656928966, 0.8907600221950805, 0.10114674195817996, 0.41016084265572816, 0.7069726118282267, 0.025179168959471143, 0.9309553010004464, 0.2326183657668377, 0.3723680330498639, 0.38617303140755854, 0.2948652958248137, 0.2851816395748604, 0.012703597428671554, 0.23206749811574423, 0.49456700542252385, 0.6151954217825081, 0.011385115283466196, 0.2471707354305418, 0.17643059605442402, 0.4786442770798144, 0.5779693217866089, 0.9369895394671446, 0.7530478608652215, 0.2900733223256381, 0.1717210579151608, 0.6959209871879154, 0.9410998337603136, 0.8579240302116248, 0.506003621302348, 0.2591375593041977, 0.752295488779479, 0.9067884274828516, 0.7254241259440252, 0.8171213129539929, 0.2555115737009026, 0.9433035840010832, 0.3351957727365684, 0.676758288391262, 0.6453357633420052, 0.6812104103710294, 0.5579232342170911]",2038,38
"[0.08246221064127668, 0.46120564216349735, 0.07366499997508869, 0.08341462260517474, 0.5486794658301247, 0.40056807438007136, 0.9012501539148728, 0.960731963791567, 0.8770942573663718, 0.8319173361704264, 0.9881583385966937, 0.016763743615413662, 0.10299976619321716, 0.8429197684750788, 0.40259545942554675, 0.7305211838153679, 0.04777168220854111, 0.29751977362766224, 0.8077020416625766, 0.7316532120646384, 0.5157832394132698, 0.4557625986873478, 0.6375773536685502, 0.24266431908676378, 0.49150829954106356, 0.26004222122211273, 0.4304123157058747, 0.30868612657030714, 0.7340137678727043, 0.1268413959703416, 0.00017248585645113224, 0.9629025491254773, 0.116809374385904, 0.11170438498207536, 0.3324851214008274, 0.003697388728673978, 0.7247826219389656, 0.1068476099672725, 0.8491209197918825, 0.5883899448678431, 0.8834353734417691, 0.01890024097071663, 0.30136167562249483, 0.5825210481898727, 0.4470028747061905, 0.6535877611163962, 0.8291521130708451, 0.255847456910435, 0.9728258482243739, 0.7676253491574051, 0.2488948876438447, 0.6066641652566538, 0.41912132509771016, 0.5561967978649373, 0.9066464241315237, 0.02909478064521165, 0.8125403236373447, 0.4864133964087536, 0.6667284303693569, 0.9035032265478748, 0.4865862567647038, 0.12069331691316021, 0.350353481095501, 0.9282302899437018, 0.027054640912648642, 0.44904392709490604, 0.8655545597365086, 0.16347460004198477, 0.515807850295857, 0.11068275615291334, 0.5128605318407132, 0.42000074185947034, 0.7623296361356791, 0.741139339045616, 0.9769247889789348, 0.4517436410438527, 0.30810339087887517, 0.2434663325496118, 0.4102189463992877, 0.38291537486246785, 0.1395632376374223, 0.6085200229827737, 0.49137505739558496, 0.3448723940630437, 0.308133861010743, 0.6585973220353298, 0.17095566204005108, 0.6264006334454233, 0.7384865833616899, 0.2681955241773719, 0.782993259024101, 0.338975158300323, 0.3217275783510386, 0.6725356505901062, 0.9815834910918717, 0.15606659768949227, 0.3282079584722094, 0.35875295980549804, 0.8819840120559359, 0.4715727734949967, 0.1475749774783386, 0.35140213255494945, 0.4932366956231391, 0.08450421594781754, 0.4634494750714593, 0.8799984439828066, 0.8403872769904794, 0.8102166004499927, 0.0323606140807281, 0.3356861677620988, 0.15032573723370646, 0.9835853349065891, 0.8317510499621493, 0.6586921193705615, 0.33434642106219736, 0.8283946856024924, 0.9995784936862427, 0.42269783310079323, 0.3037973854822529, 0.792015134076264, 0.9329519700833172, 0.5009626186983964, 0.07692363941587721, 0.018037609289313528, 0.3575363681551683, 0.9953674563014598, 0.22700063201967624, 0.6355873239762346]",2039,39
